什麼是詞根	詞根是構詞的基本詞素，它與詞綴相對，並帶有主要的詞彙信息。	
38. fund, found, fus [L]=	to melt, to pour 熔化，澆注 從表面上看，常用詞confuse，refund 和foundry 似乎互不相干，其實卻是同根生的。它們 的詞根fus，fund 和found 是來自拉丁動詞fundere 的同源異形根，意思相當於to melt 或 to pour，即與金屬冶煉有關的「熔化」或「澆注」。三個異形根中，fund 是不定式詞干；found 是fund 是重讀形式；fus 是動名詞詞干。fus 的構詞能力最強。   confuse [con-(com-)=together 一起；fus=to melt 熔化；-e→「to melt together and mix up 熔 化在一起無法分清」→] v.１ jumble 搞亂，混淆：to confuse black and white 混淆黑白２ fail to distinguish 分不清，弄糊塗：He was confused about the foreign names in the novel.他被小說 中的外國名字弄糊塗了。  ▽confusion [confus(e);-ion n.] n.混亂；慌亂 confusable [confus(e);-able a.] a.可能被混淆的   refuse [re-=back 回；fus=to pour 澆灌；-e→「to pour back 往回倒灌」→「to be unable to take in 不能容納」→] v. be unwilling to accept 拒絕：He refused my advice.他不聽我的忠告。  ▽refusal [refus(e);-al n.] n.拒絕   profuse [pro-=forward 向前；fus=to pour 灌注，傾瀉；-e→「to pour forward 向前傾瀉」→「liberal to pour out 能隨意澆灑的」→] a.１ overflowing or overabounding;liberal to excess 極其豐富 的；過多的：profuse thanks 多謝２ lavish;extravagant 十分慷慨的；浪費的：He was profuse of his money.他揮金如土。  ▽profusion [profus(e);-ion n.] n.豐富；慷慨；浪費   effuse [ef-(ex-)=out 出；fus=to pour 澆注；-e→「to pour out 傾注出來」→] v.１ pour forth 傾 吐，抒發：to effuse one's bosom words 傾吐肺腑之言２ flow out; shed 流出；淌出：The blood effused from the wound.血從傷口淌出來。  ▽effusion [effus(e);-ion n.] n.抒發；流出 effusive [effus(e);-ive a.] a.溢於言表的；流出的   fuse [fus=to melt 熔化；-e→]Ⅰv. melt or join by melting 熔化；熔合：The copper and the zinc are fused by heat.銅和鋅受熱熔合在一起。→Ⅱ n. device used to break an electric circuit by melting itself 保險絲（自熔以切斷電路的裝置）  ▽fusion [fus(e);-ion n.] n.熔化；熔合 fusible [fus(e);-ible n.] a.易熔的   refund [re-=back 回；fund=to pour 灌注→「to pour back or flow back 倒灌或倒流回去」→] v. give or pay back 歸還；償還：If you are not satisfied with the goods, your money may be refunded. 你若不滿意，貨款可以退還。  ▽refundable [refund;-able a.] a.可歸還的；可償還的   foundry [found=to melt and pour 溶注；-ry (-ery) n.=place 場所→] n. place where metal is melted and poured 鑄工車間；鑄造廠   confound [con-=together 一起；found=to melt 熔化→「to melt together 熔在一起」→] v. mix up mentally;puzzle or confuse 使（思想）混亂；混淆：I was always confounded by the twin brothers. 我總是分不清這一對孿生兄弟。	
39. gen, gener [GK, L]=	birth, race 出生，種族 常用genius，genuine，generate 和general 等，都是詞根gen 或gener 的派生詞。含有gen 這個詞根的單詞數量很大，有的來自拉丁語，有的來自希臘語，不過詞根的形態與含義都是 一致的。因為gen 的拉丁語源genus 和希臘語源genos 是同源同義的，它們都來自印歐語詞 根gen，意思相當於英語的birth（出生），以及與之相關的race（種族，種類）。詞根gener 是拉丁名詞genus 的屬格generis 的詞幹部分，可當作gen 的異形根看待。   genius [gen=birth 出生；-ius n.=the quality 表性質；→「the quality connected with one's birth 與生俱有的品性」→] n.１ natural ability or tendency 天性：a genius for making friends 交友的 天性２ outstanding natural aptitude 天資；天賦：a genius for music 音樂天賦３ person who has outstanding natural aptitude 天才人物：Beethoven was a musical genius.貝多芬是個音樂天 才。   genuine [gen=birth 出生；-u-;-ine a.=connected with 與……相關的→「connected with birth or origin 與出生或來源相關的」→] a.１ native 生來的：genuine Australians 澳大利亞土著２ original 天然的：genuine breed 純種   generate [gener=birth 出生；-ate v.=to make or cause 使……→「to cause the birth of 使……出 生」→] v.１ give birth to 生育：to generate one's young 生育後代２ produce 生產：to generate electricity 發電  ▽generation [generat(e);-ion n.] n.生育；產生；代；一代人 generative [generat(e);-ive a.] a.生殖的；產生的   general [gener=race 種族，種類；-al a.=relating to……的→「relating to the whole race or class 與整個種類有關的」→] a.１ public;common 公共的；一般的：the general opinion 一般輿論 ２ universal 全面的，總的：general offensive 全面進攻  ▽generality [general;-ity n.] n.一般性；普遍性 generalize [general;-ize v.] v.使一般化   genesis [gen=birth 生出；-esis n.=the act or state 表行為狀況→「the act or state of the birth 出 生或初生的狀況」→] n. creation;origin 創造；起源：the genesis of civilization 文明的起源 genetic [gen=birth or origin 出生，起源；-etic a.=of……的→「of birth or origin about plants and animals 關於動植物的發生或起源的」→] a. of heredity or variation of animals and plants 遺傳 的（關於動植物的遺傳和變異的）：genetic diseases 遺傳性疾病  ▽genetics [genetic;-s n.] n.遺傳學   eugenic [eu-=fine 優；gen=birth, or production of offspring 出生，生育；-ic a.=of……的→] a. of the production of fine offspring 優生的：eugenic inherited qualities 優生遺傳因素  ▽eugenics [eugenic;-s n.] n.優生學   congenial [con-(com-)=together with 共同；gen=race of kind 種類；-i-;-al a.=of……的→「of the same race or kind with 與……同種類的」→] a.１of the same genius or taste 志趣相投的：a congenial companion 意氣相投的伴侶２agreeable 相宜的：Do you find the climate congenial? 你覺得這氣候適宜嗎？  ▽congeniality [congenial;-ity n.] n.同性質；投合；適宜	
40. ger, gest [L]=	to carry 運送 ger 和gest 是一對同源異形根。ger 是拉丁動詞gerere 的不定式詞干；gest 是這個動詞的動 名詞詞干，其意思相當於to carry（運送，攜帶，傳送）。在英語中，ger 只出現於belligerent （交戰中的），congeries（堆積）和gerund（動名詞）等單詞中；gest 卻有較強的孽生能力。   belligerent [bell (bellum)=war 戰爭；-i-;ger=to carry or wage 運送，從事；-ent a.=-ing……的→ 「carrying or waging war 從事戰爭的」→]Ⅰa.１ at war 交戰中的：belligerent countries 交戰 國２ eager to be at war 好戰的：a belligerent nation 好戰的民族→Ⅱn. nation, party or person waging war 交戰方：They did not recognize the puppet state as a belligerent.他們不承認傀儡政 權為交戰國。  ▽belligerency [bell;-i-;ger;-ency n.] n.交戰狀態；好戰性   digest1 [di-(dis-)=away 離；gest=to carry 運送→「to carry away 運走或取去」→「to take in 吸收進來」→] v.１ dissolve food in the stomach 消化：This food is hard to digest.這種食物不 容易消化。２take in the meaning of 領會，理解：to digest an article 領會一篇文章  ▽digestion [digest;-ion n.] n.消化；領悟 digestible [digest;-ible a.] a.易消化的   digest2 [di-(dis-)=away 離；gest=to carry 帶→「to carry away from books, papers, etc. 從書籍、 文件中取走」→] Ⅰv. take in and condense;summarize 摘錄；摘要：to digest a report 摘要一 篇報告→Ⅱn. condensation or summary 摘要；概要：Reader's Digest《讀者文摘》 suggest [sug-(sub-)=under 在……下面；gest=to carry 送→「to carry (some idea) from under 從下面呈上（某種想法）」→「to bring up for consideration 提出以供參考」→] v.１ introduce indirectly;imply 暗示；啟發：His silence suggested agreement. 他的沉默表示同意。２ put forward; propose 建議：I suggest that you leave early for the airport.我建議你早點動身去機場。  ▽suggestion [suggest;-ion n.] n.暗示；建議 suggestive [suggest;-ive a.] a.暗示的   gesture [gest=to carry 傳達，表達；-ure n.=the act 表動作→「an act carrying or behaving oneself 表達意思的動作」→]Ⅰn. movement of body or limbs as expression of feeling 表感情的姿勢或 手勢：The lecturer made a gesture of quiet.演講人做手勢請聽眾安靜。→Ⅱv. make vigorous gestures, or gesticulate 用姿勢示意；打手勢：He gestured the car to stop.他招手讓汽車停下。   gestation [gest=to carry 攜帶；-ation n.=the condition 表行為狀況→「the condition of carrying young inside the body 懷胎的狀況」→] n. the period during which the unborn young must be carried 懷孕期，妊娠期：gestation in human beings 人類妊娠期   ingest [in-=into 入；gest=to carry 運送→「to carry food into the body 把食物送進體內」→] v. swallow;absorb 嚥下；吸收：The patient ingested food well.這病人飲食情況良好。  ▽ingestion [ingest;-ion n.] n.嚥下；吸收 ingestive [ingest;-ive n.] a.供吸收的   congest [con-(com-)=together 一起；gest=to carry 送→「to carry together 送到一起來」→] v. heap up;cause to be crowded 堆積；使擁擠：The streets are often congested on Sundays.星期 天街上往往很擠。  ▽congestion [congest;-ion n.] n.擁塞	
41. gnos, gnit, gniz [L, GK]=	to know 知 詞根gnos 來自拉丁動詞gnoscere，意為to know（知），它與noscere 是同一個拉丁詞， 只是添加前綴時前面加上g，（這個g 在詞根中不讀音，在前綴之後才讀音。）gnit 是gnoscere 的分詞詞干，gniz 是gnit 在英語中的變體。   diagnose [dia-=through 通過；gnos=to know 知道；-e→「to know through inquiry 通過查詢知 道」→] v. identify a disease after examining the patient 診斷：The doctor diagnosed the illnesss as influenza.醫生診斷該病為流行性感冒。  ▽diagnosis [diagnos(e);-is n.] n.診斷（法）；診斷結論   cognition [co-=completely 完全；gnit=to know 知；-ion n.=the act 表行為→「the act of knowing completely 全知的行為」→] n. knowing;perception 認識（能力）：cognition theory 認識理論  ▽cognitive [co-;gnit;-ive a.] a.認識的；認識能力的   recognition [re-=again 再；cognition=knowing 知道→] n.１ knowing again 認出，識別：She gave no sign of recognition of me.她根本沒有表示認識我。２ admission 承認：We insisted on recognition of our rights.我們堅持要求承認我們的權利。  ▽recognitive [re-;co-;gnit;-ive a.] a.認識的；承認的   recognize [re-=again 再；co-=completely 完全；gniz=to know 知道；-e→] v.１ know again 認出： The boy recognized the word. 男孩認出了那個字。２ admit 承認： His qualifications are recognized in China.他的資格在中國得到承認。  ▽recognizable [recogniz(e);-able a.] a.可以認出的；可承認的 recognizee [recogniz(e);-ee n.] n. [律]被保人 recognizor [recogniz(e);-or n.] n. [律]擔保人，具保證書人   agnostic [a-=not 不；gnos=to know 知；-tic a.=of……的→「of not knowing 不知道的」→] a. of the beliefs that nothing can be known 不可知論的：He is agnostic about any phenomenon.他對 任何現象都持不可知的態度。  ▽agnostically [（agnostic;-al a.）-ly ad.] ad.持不可知態度地   incognito [in-=not 不；co-=completely 完全；gnit=to know 知；-o a.=-ing ……的→「not being known 不為人知的」→] Ⅰ a. with one's name hidden 隱姓埋名的：to travel incognito 匿名 旅行Ⅱ n. person who is incognito 隱姓埋名者：to preserve one's incognito 保持隱姓埋名的 身份   precognition [pre-=beforehand 事先；cognition n. 認識→] n. previous cognition or knowledge 預知，早知：He claims the laboratory proof of his precognition.他聲稱他的預言已獲實驗證明。  ▽precognitive [pre-;cognitive a.] a.預知的，早知的   prognosis [pro-=forward 向前；gnosis=knowing 知→「knowing of forward conditions 知道前景」 →] n. estimate of what will probably happen 預測：The prognosis on finance is poor.財政預測的 前景不佳。  ▽prognostic [pro-;gnos;-tic a./n.] a.預兆的n.預兆；預測	
42. grad, gress [L]=	to step 步 在常用grade，gradual，graduate 以及aggress，progress 中有兩個同源異形根：grad 和gress。 grad 來自拉丁名詞gradus，意為step（步），或者來自拉丁動詞gradi，意為to step（跨步）； gress 來自gradi 的動名詞詞干，意思也是to step（跨步）。   grade [grad=step 步；-e→]Ⅰn. step;degree;stage 步；級；階段→Ⅱv.１ arrange according to grade 按等級分類：to grade the tea 給茶葉分級２ assign a grade to 評級，評分：to grade papers 評試卷  ▽gradation [grad (e) v.;-ation n.] n.等級；分等級   gradual [grad=step 步；-u-;-al a.=of……的→「of steps 一步步的」→] a. step by step 逐步的： gradual recovery 逐漸康復  ▽gradualism [gradual;-ism n.] n.漸進主義   graduate1 [grad=step 步，級；-u-;-ate v.=to make or take 做，取得→「to take a step in receiving education 取得接受教育的一步」→]Ⅰv. receive a diploma or degree at a college 畢業；得學位： He graduated in mathematics. 他是數學專業畢業的。→Ⅱn. one who graduates, especially from a college（大學）畢業生  ▽graduation [graduat(e) v.;-ion n.] n.畢業；授學位   graduate2 [grad=step or degree 步，度；-u-;-ate v.=to make 做→「to make steps or degrees for measurement 做測量用的度數」→] v. mark with degrees in measured units 刻度，分度：a graduated glass 刻度杯  ▽graduator [graduat(e);-or n.] n.刻度器；刻度員   aggress [ag-(ad-)=toward 向；gress=to step 跨步→「to step toward 向……逼進一步」→] v. make a first attack;intrude 挑釁；侵略：Who aggressed in the fight?誰先動手的？  ▽aggression [aggress;-ion n.] n.侵略 aggressive [aggress;-ive a.] a.侵略的；愛尋釁的 aggressor [aggress;-or n.] n.侵略者   progress [pro-=forward 向前； gress=to step 邁步→ 「 to step forward 向前邁步」 → ] Ⅰ n. advancement;improvement 進步；發展：Make progress every day.天天向上。→Ⅱv. go forward 前進，進步：to progress to the goal 朝著目標前進  ▽progression [progress v.;-ion n.] n.行進   congress [con-=together 一起；gress=to step or go 邁步，走→「going together to meet 走到一 起聚會」→] n. meeting of delegates for discussion or settlement of problems 代表大會：the Congress（美國）國會  ▽congressman [congress;-man n.] n.國會議員 congressional [(congress;-ion);-al a.] a.代表大會的；國會的   degrade [de-=downward 向下；grad=to step 邁步；-e→「to step or go downward 向下邁步， 走下坡」→] v. lower in grade, value, etc;deprive of office or dignity 降級；貶值；貶黜；墮落： The officer was degraded to the ranks. 該軍官被降為士兵。  ▽degradation [degrad(e);-ation n.] n.降級；墮落   digress [di-(dis-)=aside 偏離；gress=to step 邁步→「to step aside 步伐偏離」→] v. depart from the main subject 離開主題：Don't digress from the point at issue.別離開爭論的要點。  ▽digression [digress;-ion n.] n.離題；枝節話 digressive [digress;-ive a.] a.離題的；枝節的   regress [re-=backward 向後；gress=to step 邁步→「 to step backward 向後邁步」→]Ⅰn. return;backward movement 返回；倒退：the regress of floods 洪水的退潮→Ⅱv. go back;move backward 返回；倒退：No one can make history regress.誰也不能叫歷史倒退。  ▽regression [regress;-ion n.] n.回歸；倒退 regressive [regress;-ive a.] a.回歸的；倒退的	
43. gram [GK]=	written character 書寫符號 在grammar，gramophone，program，telegram 中，詞根gram 來自希臘名詞gramme，意為 written or recorded character（書寫或記錄符號），尤指letter of alphabet（字母）。   grammar [gramm=letter 字母，文字；-ar n.=thing 物→「art of letters 文字的技巧」→] n. art or science dealing with the right use of a language 文法，語法：English grammar 英語語法  ▽grammarian [grammar;-ian n.] n.語法學家 grammatical [gramma(r);-tical a.] a.語法的   gramophone [gram=thing for recording 記錄用的東西；-o-;phon=sound 聲音；-e→「tool for recording sound 記錄聲音的工具」→] n. instrument for reproduction of recorded sound in a disc 留聲機：a gramophone record 唱片   program [pro-=forward, beforehand 向前，事先；gram=letter 字母，文字→「letters written beforehand 事先寫好的文字」→] n. paper giving a scheme of events beforehand, especially in an entertainment, conference, course of study 節目單；方案；大綱：program of concert 音樂會節 目單  ▽programmer [program(m);-er n.] n.計劃者；程序編製員 programmatic [program(m);-atic a.] a.綱領性的   telegram [tele-=distant 遠的；gram=letter 字母，文字→「letters sent to a distant place 送往遠 方的文字」→] n. message sent by telegraph 電報：urgent telegram 急電   diagram [dia-=through, across 穿過；gram=thing written, or figure 書寫的東西,圖形→「figure made of lines going across it 由穿行其間的線條構成的圖形」→] n. figure by lines drawn to explain an idea 圖表，圖解：a diagram showing daily production 表示日產量的圖表  ▽diagrammatic [diagram(m);-atic a.] a.圖表的   phonogram [phon=sound 聲音； -o-;gram=written character 書寫符號→ ] n. character representing a sound 表音符號；音標   cryptogram [crypt=hidden 隱密的；-o-;gram=letter 字母，文字→「hidden letters 隱密的文字」 →] n. anything written in cipher 密碼文，暗記：numerical cryptograms 數字密碼文  ▽cryptogrammic [cryptogram(m);-ic a.] a.密碼的，暗記的   dactylogram [dactyl=finger 手指；-o-;gram=thing recorded，or print 記錄下的東西，印記→] n. fingerprint 指紋：the dactylograms of a criminal 罪犯的指紋	
44. grat [L]=	pleasing, thankful 使人高興的，感激的 在常用詞congratulate，grateful，gratitude 和gratify 中，grat 是個形容詞性的詞根，它來自 拉丁形容詞gratus，意思相當於英語的pleasing（使人高興的）或thankful（感激的，感謝的）。   congratulate [con-(com-)=together 一起；grat=pleasing 使人高興的；-ul-;-ate v.=to make 使…… →「to make oneself pleased together with others 使自己與他人一起高興」→] v. express one's pleasure at the success, joy, etc. of other(s)祝賀：I congratulated him when he won the prize.我 祝賀他得了獎。  ▽congratulatant [congratulat(e);-ant a./n.] a.祝賀的n.祝賀者   grateful [grat=pleasing, thankful 令人高興的，感謝的；-e-;-ful a.=having the quality 有……性質 的→] a.１ pleasing, or causing pleasure 令人愉快的；可喜的：a grateful rain 一場喜雨２ thankful, or appreciative 感謝的；感激的：grateful letter 感謝信   gratitude [grat=thankful 感謝的；-itude n.=the state or quality 表性質或狀態→] n. thankfulness; appreciation 感謝；感激：We express our gratitude for your help.對你們的幫助，我們表示感 謝。   gratify [grat=pleasing 令人高興的；-ify v.=to make 使……→] v.１ make pleased 使高興：She was gratified to get the news.得知消息，她很高興。２make pleased by giving satisfaction to 使滿意： Don't gratify every wish of a child.對小孩子不能有求必應。  ▽gratification [gratif(y);-ication n.] n.喜悅；滿足   ingratiate [in-=into 成；grat=pleasing 惹人喜歡的；-i-;-ate v.=to make 使……→「to make into a pleasing person 使成為討人喜歡的人」→] v. bring oneself into favour with 討好，巴結：He tried his best to ingratiate himself with the boss.他盡力巴結老闆。  ▽ingratiating [ingratiat(e);-ing a.] a.討好的；奉承的   gratuity [grat=pleasing 使人高興的；-u-;-ity n.=things with the quality 有……性質的東西→ 「things causing pleasure 使人高興的東西」→] a. gift of money given for some service;tip 賞金； 小費：We don't accept gratuities.我們不收小費。   gratis [來自拉丁詞gratis=pleasing 令人高興的→「for pleasing other than for payment 為使人 高興而不是為報酬的」→]Ⅰa. free of charge 免費的：Entrance is gratis.免費入場。→Ⅱ ad. done or given for nothing;without charge 無償地；免費地：We render assistance gratis.我們無 償提供援助。   ingrate [in-=not 不；grat=thankful 感激的；-e→「not thankful 不感激的」→]Ⅰa. ungrateful 忘恩負義的→Ⅱ n. one who is ungrateful 忘恩負義者：You base ingrate.你這忘恩負義的小人。	
45. it [L]=	to go 走 在常用詞ambition，exit 和transit 中有個詞根it，它是拉丁動詞ire 的過去分詞詞干，與英 語代詞it 毫不相干。   ambition [amb-=round 周圍；it=to go 走；-ion n.=-ing 表行為→「going round（for votes）（為 選票）四方奔走」→] n.１ desire to be successful 強烈慾望：He is filled with ambition to become famous.他一心想成名。２ object of such desire 追求的目標，抱負：She realized her ambitions. 她實現了自己的抱負。  ▽ambitionless [ambition;-less a.] a.無抱負的   exit [ex-=out 出；it=to go 走→]Ⅰv. go out 出去，離去：He exited in a hurry.他匆匆離去。→Ⅱ n.１ departure 出去，離去：The actor made a graceful exit.演員優雅地退場。２ way out 出 口：Exit doors must open outwards.太平門必須朝外開。   transit [trans-=across 穿過；it=to go 走→「to go across 走過」→]Ⅰv. pass across or through 通 過，越過：Only small ships can transit the canal.只有小船能通過運河。Ⅱn.１ the act of going across or through 通過，越過：Transit across the bridge is dangerous.過那座橋有危險。２ the act of carrying across 運輸：The goods were damaged in transit.貨物在運輸途中受損。  ▽transition [transit;-ion n.] n.過渡，過渡時期；轉變，變遷 transitive [transit;-ive a.] a.過渡的；轉變的；[語]及物的 transitory [transit;-ory a.] a.短暫的，曇花一現的；無常的   circuit [circu=ring 圓環； it=to go → 「 going along a ring 沿圓環走」 → ] n. １ round about movement 環行：We made a circuit of the lake.我們繞湖走了一圈。２ line enclosing an area 周線，範圍：a 40-kilometer circuit of mountains 四十公里方圓的山區３ path of electric current 電路：short circuit 短路  ▽circuitous [circuit;-ous a.] a.迂迴的，繞行的；曲折的 circuity [circuit;-y n.] n.曲折性；迂迴，拐彎抹角的行動 circuitry [circuit;-ry n.] n.電路系統；電路元件總稱   initial [in-=in 入；it=to go 走；-i-;-al a.=of……的→「of going in 剛走進的」→]Ⅰa. of or at the beginning 開始的，最初的：He failed in his initial attempts.他初試即敗。→Ⅱn. the first letter of one's name 首字母：He signed with his initials.他用首字母簽名。  ▽initialism [initial n.;-ism n.] n.首字母縮略詞 initialize [initial a.-ize v.] v.（計算機）預置   initiate [in-=in 入；it=to go 走；-i-;-ate v.=to make 使→「to make to go in 使走進去」→] v.１ set going;begin 發起；開始：to initiate a new programme of reform 開始實施新的改革方案。２ introduce into membership 介紹（入會）：The old members initiate the new ones.老會員引進新 會員。３ intrduce into knowledge 傳授，使初步瞭解：The book initiated him into foreign trade. 該書教他外貿的基本知識。  ▽initation [initat(e);-ion n.] n.開始，發起；入會；傳授 initiator [initiat(e);-or n.] n.創始人，發起者；傳授者 initiative [initiat(e);-ive a.] a.開始的n.倡議；首創精神   sedition [sed-(se-)=apart 離；it=to go 走；-ion n.=-ing 表行為→「going apart 走開，脫離」→] n. speech or action causing rebellion 煽動叛亂的言行：He was charged with sedition.他被控犯 有煽動叛亂罪。  ▽seditionary [sedition;-ary n.] n.煽動分子 seditionist [sedition;-ist n.] n.煽動叛亂者 seditious [sed-;it;-ious a.] a.煽動叛亂的；煽動性的   obit [ob-=away 離開；it=to go 走→「going away or passing away 離去，去世」→] n. ceremony in memory of the anniversary of one's death 週年祭禮：They hold a simple obit to remember him. 他們召開了一個簡樸的週年祭禮來追思他。  ▽obituary [obit;-u-;-ary n. ] n.訃告 obituarist [obituar(y);-ist n.] n.訃告作者	
46. jac, ject [L]=	to throw 投擲 詞根jac 和ject 是同源的，它們都來自拉丁動詞jacere，意思相當於to throw（投擲）。其中， jac 是不定式詞干，在英語中派生詞較少；ject 是動名詞詞干，有較強的派生能力。   adjacent [ad-=to, next to 向，靠近；jac=to throw 投；-ent a.=-ing……的→「being thrown to something，or lying next to it 被投向某物的，靠近某物放置的」→] a. situated or located near one another;adjoining 鄰近的；毗連的：adjacent troops 友鄰部隊  ▽adjacency [ad-;jac;-ency n.] n.毗鄰；接近；鄰接物   inject [in-=into 入；jest=to throw 投→「to throw or shoot into 投入或射入」→] v. shoot or force some fluid or drug into the body with a syringe 注射：The nurse injected penicillin for him.護士給 他打了青黴素。  ▽injection [inject;-ion n.] n.注射；針劑   project [pro-=forward 向前；ject=to throw 投射→]Ⅰv. throw forward 投擲，發射：to project a guided missile 發射導彈→Ⅱn. something put forth or proposed;plan 提出或規劃的事；計劃： a project for developing local industry 發展地方工業的規劃  ▽projector [project v.;-or n.] n.放映機；計劃人 projectile [project v.;-ile a./n.] a.拋射的n.拋射體   eject [e-(ex-)=out 出；ject=to throw 投→「to throw out 扔出去，拋棄」→] v. cast out;expel 逐 出；驅逐：He was ejected from the country.他被驅逐出國。  ▽ejector [eject;-or n.] n.驅逐者；噴射器 ejective [eject;-ive a.] a.噴出的；逐出的   reject [re-=back 回；ject=to throw 投→「to throw back something given or unneeded 拋回所給 的或不需要的東西」→] v.１ refuse to accept 拒受，抵制：to reject an offer of help 拒絕別人 的幫助２ throw away;put aside 拋棄；剔除：to reject weak seeds 剔除不好的種子  ▽rejectee [reject;-ee n.] n.被拒絕者；遭剔除者 rejector [reject;-or n.] n.拒絕者；拋棄者   adjective [ad-=to 向；ject=to throw 投；-ive a.=being……的→「being thrown to a main body 被投向主體的」→]Ⅰa.１ added;dependent 添加的；從屬的：adjective dyes 間接染料２ added to noun as to qualify it 修飾名詞的；形容詞的：an adjective phrase 形容詞短語→Ⅱn. word added to a noun to qualify it 形容詞：attributive adjective 定語性形容詞  ▽adjectival [adjectiv (e) n.;-al a.] a.形容詞的   object [ob-=in the way of 在……的面前；ject=to throw 投→「something thrown in one's way 被投放在眼前的物體」→] n.１ things observed or material things 客觀物；物體：shining objects 發光體２ things aimed at, or purpose 目的物；對像：an object of study 研究對像３ word or group of words aimed at by a verb or preposition（動詞或介詞的）賓語：the object of a transitive verb 及物動詞的賓語  ▽objective [object;-ive a.] a.客觀的；賓語的 objectify [object;-ify v.] v.使客觀化；使具體化   subject [sub-=under 在……之下；ject=to throw 投→「to throw under one's control 投在某人 控制之下」→]Ⅰv. throw or bring under control 使受制，使隸屬：Accient Rome subjected most of Europe to her rule.古羅馬帝國使歐洲大部分臣屬於它。→Ⅱa. subordinate 從屬的：a subject state 屬國→Ⅲ n.１ one who is subject to a sovereign 臣民：the subjects of a king 國王的臣民 ２ that which subjects the purpose of speaking or writing 主題； 題目： the subject of conversation 談話的主題３ the part in a sentence which subjects 主語：「I」is the subject in「I see the cat」.「I」是「I see the cat」的主語。  ▽subjective [object;-ive a.] a.主語的；主觀的   deject [de-=down 下；ject=to throw or cast 投，拋→「to cast down in spirit 情緒拋落下去」→] v. discourage;make sad or gloomy 使沮喪；使氣餒：She looked dejected.她顯得垂頭喪氣的。	
47. junct, join [L]=	to connect 連接 在常用詞conjunction，juncture，disjunctive 中，詞根junct 來自拉丁動詞jungere 的動名詞 形式junctum，其意思相當於to connect 或to join，即「連接」。常用詞join 其實是拉丁詞根 junct 在法語中的變形。作為英語詞根，join 主要構成動詞。  conjunction [con-(com-)=together 一起；junct=to connect 連接；-ion n.=the act or state 表行為 或狀態→「connecting together 連接在一起」→] n.１ connection;association 連接；結合： We'll have a party in conjunction with Class One.我們要和一班聯合開晚會。２word connecting two grammatical elements together 連詞：「But」is a conjunction.「But」是個連詞。  ▽conjunctive [con-;junct;-ive a.] a.連接的；聯繫的   junctrure [junct=to join 連接；-ure n.=the state 表行為狀態→「joining of places or times 地點 或時間相連的狀態」→] n.１ place where several pieces of land joined 交界處：the juncture of three provinces 三省交界處２ point of time which joins affairs 關頭：an important juncture in history 歷史的重要關頭   disjunctive [dis-=not 不；junct=to connect 連接；-ive a.=having the quality 有……性質的→「not connecting 不連接的」→] a.１ tending to separate 分離的：disjunctive element 分離因素２ disjoining the sense, or making an adverse sense when uniting sentences 轉折的：disjunctive conjunction 轉折連詞   injunction [in-=in 入；junct=to join 連；-ion n.=the act 表行為→「the act of joining in or butting in legally 合法的牽連進去或介入」→] n. act of ordering authoritaively 命令，指令：an injunction against strikes 禁止罷工的命令  ▽injunctive [in-;junct;-ive a.] a.命令的；指令的   adjunct [ad-=to 於；junct=to join 連接→「being joined to a main body 被連接在主體上」→] Ⅰa. subordinate;secondary 附屬的；次要的：an adjunct phrase 附加語→Ⅱn. things joined or added, but subordinate 附屬物，附屬品：The chain is an adjunct to the watch.表鏈是掛表的附 屬品。   junction [junct=to connect 連接；-ion n.=the state 表狀態→「the state of connecting 連接的狀 態」→] n. place where lines or routes connect or cross 線路的接合點；交叉點：the junction of two highways 兩條公路的交會點   subjunctive [sub-=under 在……之下；junct=to join 連接；-ive a.=having the quality 有……性質 的→「joining under a certrain condition 連接在某種條件之下的」→] a. joining to a sentence, expressing condition, hypothesis, possibility 虛擬的（添在句子上用以表示條件、假設、可能的）： subjunctive mood 虛擬語氣   adjoin [ad-=to 於；join=to join 連接→「to join to 與……相連」→] v. be next to and often connected with 貼近；毗連：Our school adjoins the fields.我們的校園與農田相連。   rejoin [re-=again 再；join v.連接→] v. join again after being separated 重新連接：to rejoin the severed arm 斷臂再植   subjoin [sub-=under 在……之下；join=to join 連接→「to join under 連在下面，添加上去」→] v. add at the end or afterwards 增補；附加：to subjoin a postscript to a letter 在信末加上附言	
